vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Ippy_virus,Lemniscomys_rosalia,wild,PCR,2,de Bellocq et al. 2010
Bunyamwera_virus,Lemniscomys_striatus,wild,Antibodies,0,Henderson et al. 1972
Ippy_virus,Lemniscomys_striatus,wild,Isolation,2,Gonzalez et al. 2007
Koutango_virus,Lemniscomys_striatus,wild,Isolation,2,Shope 2003; Traore-Lamizana et al. 2001
Witwatersrand_virus,Lemniscomys_striatus,wild,Antibodies,0,Henderson et al. 1972
Encephalomyocarditis_virus,Lemur_catta,wild,Antibodies,0,Canelli et al. 2010
West_Nile_virus,Lemur_catta,wild,ELISA and plaque reduction,1,Sondgeroth K et al. 2007
Torque_Teno_virus,Leontopithecus_chrysomelas,wild,PCR,2,Catroxo et al. 2008
Feline_calicivirus,Leopardus_geoffroyi,wild,Antibodies,0,Fiorello et al. 2007
Feline_panleukopenia_virus,Leopardus_geoffroyi,wild,Antibodies,0,Fiorello et al. 2007
Human_picobirnavirus,Leopardus_geoffroyi,captive,PCR,2,Gillman et al. 2012
Canine_distemper_virus,Leopardus_pardalis,wild,Antibodies,0,"Fiorello CV, Noss AJ, Deem SL, Maffei L, Dubovi EJ. Serosurvey of small carnivores in the Bolivian Chaco. J Wildl Dis. 2007 Jul;43(3):551-7. PubMed PMID: 17699100."
Feline_calicivirus,Leopardus_pardalis,wild,Antibodies,0,Fiorello et al. 2007
Canid_herpesvirus_1,Leptonychotes_weddellii,wild,Antibodies,0,Harder et al. 1991
Felid_herpesvirus_1,Leptonychotes_weddellii,wild,Antibodies,0,Stenvers et al. 1992
Phocid_herpesvirus_1,Leptonychotes_weddellii,wild,Antibodies,0,Harder et al. 1991
Rabies_virus,Leptonycteris_curasoae,wild,Antibodies,0,[384]
Rabies_virus,Leptonycteris_nivalis,wild,Isolation,2,[421]
California_encephalitis_virus,Lepus_americanus,wild,Antibodies,0,Parkin et al. 1973
St._Louis_encephalitis_virus,Lepus_americanus,wild,Antibodies,0,Williams et al. 2001
Western_equine_encephalitis_virus,Lepus_americanus,wild,Antibodies,0,Yuill et al. 1964
Bunyamwera_virus,Lepus_californicus,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
Main_Drain_virus,Lepus_californicus,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
Simbu_virus,Lepus_californicus,wild,Isolation,2,Hardy et al.  1974
St._Louis_encephalitis_virus,Lepus_californicus,wild,Antibodies,0,Aguirre et al. 1992
Turlock_virus,Lepus_californicus,wild,Isolation,2,Scott et al. 1975
Vesicular_stomatitis_Indiana_virus,Lepus_californicus,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Western_equine_encephalitis_virus,Lepus_californicus,wild,hemmaglutination,0,Hardy 1987
Crimean-Congo_hemorrhagic_fever_virus,Lepus_capensis,wild,Antibodies,0,Taylor et al. (EID database) full text unavailable ; Lashley p 114;
Hare_fibroma_virus,Lepus_capensis,wild,"histopath, e-microscopy",0,"Karstad L, Thorsen J, Davies G, Kaminjolo JS. Poxvirus fibromas on African hares. J Wildl Dis. 1977 Jul;13(3):245-7. PubMed PMID: 199751."
European_brown_hare_syndrome_virus,Lepus_europaeus,wild,PCR,2,Syrjalaet al. 2005
Hare_fibroma_virus,Lepus_europaeus,domestic,"histopath, e-microscopy",0,"Grilli G, Piccirillo A, Pisoni AM, Cerioli M, Gallazzi D, Lavazza A. Re-emergence of fibromatosis in farmed game hares (Lepus europaeus) in Italy. Vet Rec. 2003 Aug 2;153(5):152-3. PubMed PMID: 12934800."
Crimean-Congo_hemorrhagic_fever_virus,Lepus_saxatilis,wild,Antibodies,0,Taylor et al. (EID database) full text unavailable ; Lashley p 114;
California_encephalitis_virus,Lepus_timidus,wild,Antibodies,0,http://wildlife1.wildlifeinformation.org/S/00dis/viral/Inkoo_virus_infection_lagomorphs.html; Antibodies against Inkoo which is a strain of CEV
European_brown_hare_syndrome_virus,Lepus_timidus,wild,PCR,2,Syrjalaet al. 2005
Vesicular_stomatitis_Indiana_virus,Liomys_adspersus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Canine_distemper_virus,Lobodon_carcinophaga,wild,Antibodies,0,"BENGSTON, J. L., P. BOVENG, U. FRANKZEN, P. HAVE, M. P. HEIDE-JORGENSE, AND R. HA _ RKO _ NEN. 1991. Antibodies to canine distemper virus in Antarctic seals. Marine Mammal Science 71: 85_88"
Phocid_herpesvirus_1,Lobodon_carcinophaga,wild,Antibodies,0,Harder et al. 1991
Vesicular_stomatitis_Indiana_virus,Lonchophylla_robusta,wild,plaque reduction neutralization,1,Tesh et al. 1969
Vesicular_stomatitis_New_Jersey_virus,Lonchophylla_robusta,wild,Antibodies,0,Tesh et al. 1969
Canid_herpesvirus_1,Lontra_canadensis,wild,Antibodies,0,Kimber et al. 2000
Canine_distemper_virus,Lontra_canadensis,wild,Antibodies,0,Kimber et al. 2000
Felid_herpesvirus_1,Lontra_canadensis,wild,Antibodies,0,Kimber et al. 2000
Feline_calicivirus,Lontra_canadensis,wild,Antibodies,0,Kimber et al. 2000
Feline_panleukopenia_virus,Lontra_canadensis,wild,Antibodies,0,Kimber et al. 2000
Rabies_virus,Lontra_canadensis,wild,Antibodies,0,Kimber et al. 2000
Primate_T-lymphotropic_virus_3,Lophocebus_albigena,wild,PCR,2,Sintasatah et al. 2009. EID
Simian_foamy_virus,Lophocebus_albigena,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Lophocebus_albigena,wild,PCR,2,Peeters et al. 2002
Vesicular_stomatitis_Indiana_virus,Lophostoma_silvicolum,wild,plaque reduction neutralization,1,Tesh et al. 1969
Vesicular_stomatitis_New_Jersey_virus,Lophostoma_silvicolum,wild,Antibodies,0,Tesh et al. 1969
Bunyamwera_virus,Lophuromys_flavopunctatus,wild,Isolation,2,Monath et al. 1972; Henderson et al. 1972
Witwatersrand_virus,Lophuromys_flavopunctatus,wild,Isolation,2,Monath et al. 1972
Bunyamwera_virus,Lophuromys_sikapusi,wild,Isolation,2,Monath et al. 1972; Henderson et al. 1972
Mokola_virus,Lophuromys_sikapusi,wild,Isolation,2,Saluzzo et al. 1984
Witwatersrand_virus,Lophuromys_sikapusi,wild,Antibodies,0,Henderson et al. 1972
African_horse_sickness_virus,Loxodonta_africana,wild,Antibodies,0,Binepal et al. 1992
Bluetongue_virus,Loxodonta_africana,wild,Antibodies,0,"Anderson & Rowe, 1998"
Crimean-Congo_hemorrhagic_fever_virus,Loxodonta_africana,wild,Antibodies,0,Shepherd et al. 1987
Encephalomyocarditis_virus,Loxodonta_africana,wild,Isolation,2,Tesh and Wallace 1978
Foot-and-mouth_disease_virus,Loxodonta_africana,wild,Isolation,2,http://wildlife1.wildlifeinformation.org/S/virus/picornaviridae/picornaviridae_fmdvirus/FMDVSppDefinitiveHost.html
Andes_virus,Loxodontomys_micropus,wild,PCR,2,Informatics 2010; Medina et al 2009
Aleutian_mink_disease_virus,Lutra_lutra,wild,PCR,2,Manas et al. 2001
African_horse_sickness_virus,Lycaon_pictus,wild,bcELISA,0,Alexander et al. 1995
Bluetongue_virus,Lycaon_pictus,wild,Antibodies,0,"Alexander, MacLachlan et al. 1994"
Canine_distemper_virus,Lycaon_pictus,wild,Isolation,2,"VAN DE BILDT, M. W. G., T. KUIKEN, A. M. VISEE, S. LEMA, T. R. FITZJOHN, AND A. D. M. E. OSTERHAUS. 2002. Distemper outbreak and its effect on African wild dog conservation. Emerg- ing Infectious Diseases 8: 211_213."
Rabies_virus,Lycaon_pictus,wild,PCR,2,Lembo et al. 2008
Borna_disease_virus,Lynx_lynx,wild,PCR,2,Degiorgis et al. 2000
Vaccinia_virus,Lynx_lynx,wild,Antibodies,0,Tryland et al. 2008
Feline_leukemia_virus,Lynx_pardinus,wild,PCR,2,"Geret CP, Cattori V, Meli ML, Riond B, Martnez F, L_pez G, Vargas A, Sim_n MA, L_pez-Bao JV, Hofmann-Lehmann R, Lutz H. Feline leukemia virus outbreak in the critically endangered Iberian lynx (Lynx pardinus): high-throughput sequencing of envelope variable region A and experimental transmission. Arch Virol. 2011 May;156(5):839-54. doi: 10.1007/s00705-011-0925-z. Epub 2011 Feb 8. PubMed PMID: 21302124."
Feline_immunodeficiency_virus,Lynx_rufus,wild,Antibodies,0,Brown et al. 2003
Rabies_virus,Lynx_rufus,wild,Antibodies,0,Aranda et al. 1999
Cercopithecine_herpesvirus_1,Macaca_arctoides,wild,Isolation,2,Huff et al. 2003
Simian_foamy_virus,Macaca_arctoides,wild,PCR,2,Hussain et al. 2003
Cercopithecine_herpesvirus_1,Macaca_cyclopis,wild,Isolation,2,Huff et al. 2003
Simian_foamy_virus,Macaca_cyclopis,wild,PCR,2,Schweizer et al. 1995
Bakau_virus,Macaca_fascicularis,wild,Isolation,2,CDC ArboCat
Canine_distemper_virus,Macaca_fascicularis,captive,Isolation,2,"Sakai, K., N. Nagata, Y. Ami, F. Seki, Y. Suzaki, N. Iwata-Yoshikawa, T. Suzuki, S. Fukushi, T. Mizutani, T. Yoshikawa, N. Otsuki, I. Kurane, K. Komase, R. Yamaguchi, H. Hasegawa, M. Saijo, M. Takeda, and S. Morikawa. 2013. Lethal Canine Distemper Virus Outbreak in Cynomolgus Monkeys in Japan in 2008. Journal of Virology 87:1105-1114."
Cercopithecine_herpesvirus_1,Macaca_fascicularis,wild,Isolation,2,Huff et al. 2003
Chikungunya_virus,Macaca_fascicularis,wild,Antibodies,0,Inoue et al. 2003
Dengue_virus,Macaca_fascicularis,wild,Antibodies,0,Inoue et al. 2003
Eastern_equine_encephalitis_virus,Macaca_fascicularis,wild,Antibodies,0,Fowler & Miller. 2003
Hepatitis_A_virus,Macaca_fascicularis,wild,Antibodies,0,Sa-Nguanmoo et al. 2010
Japanese_encephalitis_virus,Macaca_fascicularis,wild,Antibodies,0,Inoue et al. 2003
Lassa_virus,Macaca_fascicularis,domestic,Isolation,2,Wulff et al. 1975
Macaque_simian_foamy_virus,Macaca_fascicularis,wild,Antibodies,0,Brooks et al.
Parainfluenza_virus_5,Macaca_fascicularis,wild,Isolation,2,Chatziandreou et al. 2004
Reston_ebolavirus,Macaca_fascicularis,wild,Isolation,2,Miranda et al. 1991
Rhesus_monkey_papillomavirus_1,Macaca_fascicularis,captive,Isolation,2,"Chan SY, Bernard HU, Ratterree M, Birkebak TA, Faras AJ, Ostrow RS. Genomic diversity and evolution of papillomaviruses in rhesus monkeys. J Virol. 1997 Jul;71(7):4938-43. PubMed PMID: 9188556; PubMed Central PMCID: PMC191724."
Simian_enterovirus_A,Macaca_fascicularis,captive,Isolation,2,"Hoffert W. R., Bates M. E., Cheever F. S.. 1958. Study of enteric viruses of simian origin. Am. J. Hyg. (Lond.) 68:15_30."
Simian_foamy_virus,Macaca_fascicularis,wild,PCR,2,Webb et al. 1965
Simian_parvovirus,Macaca_fascicularis,captive,Isolation,2,"O'Sullivan MG, Anderson DC, Fikes JD, Bain FT, Carlson CS, Green SW, Young NS, Brown KE. Identification of a novel simian parvovirus in cynomolgus monkeys with severe anemia. A paradigm of human B19 parvovirus infection. J Clin Invest. 1994 Apr;93(4):1571-6. PubMed PMID: 8163659; PubMed Central PMCID: PMC294181."
Yaba_monkey_tumor_virus,Macaca_fascicularis,wild,Antibodies,0,Downie 1974
Borna_disease_virus,Macaca_fuscata,wild,PCR,2,Hagiwara et al. 2008
Cercopithecine_herpesvirus_1,Macaca_fuscata,wild,Isolation,2,Huff et al. 2003
Hepatitis_E_virus,Macaca_fuscata,wild,Antibodies,0,Taylor et al. (EID database) ;http://www.uniprot.org/uniprot/Q2A069
Measles_virus,Macaca_fuscata,wild,Antigen,0,Choi et al. 1999
Simian_foamy_virus,Macaca_fuscata,wild,PCR,2,Hussain et al. 2003
Torque_Teno_virus,Macaca_fuscata,wild,PCR,2,Okamoto et al. 2000
Primate_T-lymphotropic_virus_1,Macaca_maura,wild,Isolation,2,Saksena et al. 1994
Adeno-associated_virus-1,Macaca_mulatta,captive,Antibodies,0,Xiao et al. 1999
Adeno-associated_virus-2,Macaca_mulatta,captive,Antibodies,0,Xiao et al. 1999
Cercopithecine_herpesvirus_1,Macaca_mulatta,wild,Isolation,2,Huff et al. 2003
Cercopithecine_herpesvirus_15,Macaca_mulatta,captive,isolation,2,"Habis A, Baskin G, Simpson L, Fortgang I, Murphey-Corb M, Levy LS. Rhesus lymphocryptovirus infection during the progression of SAIDS and SAIDS-associated lymphoma in the rhesus macaque. AIDS Res Hum Retroviruses. 2000 Jan 20;16(2):163-71. PubMed PMID: 10659055."
Cercopithecine_herpesvirus_17,Macaca_mulatta,captive,isolation,2,"Desrosiers RC, Sasseville VG, Czajak SC, Zhang X, Mansfield KG, Kaur A, Johnson RP, Lackner AA, Jung JU. A herpesvirus of rhesus monkeys related to the human Kaposi's sarcoma-associated herpesvirus. J Virol. 1997 Dec;71(12):9764-9. PubMed PMID: 9371642; PubMed Central PMCID: PMC230286."
Cercopithecine_herpesvirus_8,Macaca_mulatta,captive,isolation,2,"Asher DM, Gibbs CJ Jr, Lang DJ, Gajdusek DC, Chanock RM. Persistent shedding of cytomegalovirus in the urine of healthy Rhesus monkeys. Proc Soc Exp Biol Med. 1974 Mar;145(3):794-801. PubMed PMID: 4131945."
Encephalomyocarditis_virus,Macaca_mulatta,wild,Isolation,2,Tesh and Wallace 1978
Mason-Pfizer_monkey_virus,Macaca_mulatta,captive,Isolation,2,"Nowinski RC, Edynak E, Sarkar NH. Serological and structural properties of Mason-Pfizer monkey virus isolated from the mammary tumor of a Rhesus monkey. Proc Natl Acad Sci U S A. 1971 Jul;68(7):1608-12. PubMed PMID: 4997759; PubMed Central PMCID: PMC389251."
Measles_virus,Macaca_mulatta,wild,Isolation,2,El Mubarak et al. 2007
Minatitlan_virus,Macaca_mulatta,wild,Isolation,2,Subcomittee on Information Echange of The American Committee of Arthropod-Borne Viruses 1972
Parainfluenza_virus_5,Macaca_mulatta,wild,Isolation,2,Chatziandreou et al. 2004
Rhesus_macaque_parvovirus,Macaca_mulatta,captive,PCR,2,"Green SW, Malkovska I, O'Sullivan MG, Brown KE. Rhesus and pig-tailed macaque parvoviruses: identification of two new members of the erythrovirus genus in monkeys. Virology. 2000 Mar 30;269(1):105-12. PubMed PMID: 10725203."
Rhesus_monkey_papillomavirus_1,Macaca_mulatta,captive,Isolation,2,"Ostrow RS, Coughlin SM, McGlennen RC, Johnson AN, Ratterree MS, Scheffler J, Yaegashi N, Galloway DA, Faras AJ. Serological and molecular evidence of rhesus papillomavirus type 1 infections in tissues from geographically distinct institutions. J Gen Virol. 1995 Feb;76 ( Pt 2):293-9. PubMed PMID: 7844551."
Simian_adenovirus,Macaca_mulatta,wild,Isolation,2,Kovacs et al. 2004
Simian_enterovirus_A,Macaca_mulatta,wild,Isolation,2,"Suzuki M, Nishikawa F, Sasagawa A, Inayoshi T. Characterization of simian viruses isolated from wild cynomolgus monkeys. Acta Virol. 1984 Jul;28(4):267-76. PubMed PMID: 6148850."
Simian_foamy_virus,Macaca_mulatta,wild,PCR,2,Schweizer et al. 1995
Simian_hemorrhagic_fever_virus,Macaca_mulatta,captive,Isolation,2,"London WT (1977) Epizootiology, transmission and approach to prevention of fatal simian haemorrhagic fever in rhesus monkeys. Nature 268: 344_345. Find this article online"
Simian_immunodeficiency_virus,Macaca_mulatta,wild,Isolation,2,Hirsch et al. 1989
Simian_virus_40,Macaca_mulatta,wild,PCR,2,Simon et al. 1999
Simian_virus_5,Macaca_mulatta,wild,Antibodies,0,Verschoor et al. 2008
Tanapox_virus,Macaca_mulatta,captive,Antibodies,0,Downie 1974
Yaba_monkey_tumor_virus,Macaca_mulatta,wild,Isolation,2,Zimmerman et al. 2005
Cercopithecine_herpesvirus_1,Macaca_nemestrina,wild,Isolation,2,Huff et al. 2003
Cercopithecine_herpesvirus_9,Macaca_nemestrina,captive,Isolation,2,"Hukkanen RR, Gillen M, Grant R, Liggitt HD, Kiem HP, Kelley ST. Simian varicella virus in pigtailed macaques (Macaca nemestrina): clinical, pathologic, and virologic features. Comp Med. 2009 Oct;59(5):482-7. PubMed PMID: 19887033; PubMed Central PMCID: PMC2771606."
Pig-tailed_macaque_parvovirus,Macaca_nemestrina,captive,PCR,2,"Green SW, Malkovska I, O'Sullivan MG, Brown KE. Rhesus and pig-tailed macaque parvoviruses: identification of two new members of the erythrovirus genus in monkeys. Virology. 2000 Mar 30;269(1):105-12. PubMed PMID: 10725203."
Primate_T-lymphotropic_virus_1,Macaca_nigra,wild,Antibodies,0,Ishikawa et al. 1987
Primate_T-lymphotropic_virus_1,Macaca_ochreata,wild,Antibodies,0,Ishikawa et al. 1987
Cercopithecine_herpesvirus_1,Macaca_radiata,wild,Isolation,2,Huff et al. 2003
Kyasanur_Forest_disease_virus,Macaca_radiata,wild,Isolation,2,Sreenivasan et al. 1986
Measles_virus,Macaca_radiata,wild,Antibodies,0,Bhatt et al. 1966
Simian_virus_5,Macaca_radiata,wild,Antibodies,0,Bhatt et al. 1966
Yaba_monkey_tumor_virus,Macaca_radiata,wild,Antibodies,0,Downie 1974
Simian_foamy_virus,Macaca_silenus,wild,PCR,2,Hussain et al. 2003
Bunyamwera_virus,Macaca_sinica,wild,Antibodies,0,Peiris et al. 1993
Dengue_virus,Macaca_sinica,wild,Antibodies,0,Peiris et al. 1993
West_Nile_virus,Macaca_sinica,wild,Antibodies,0,Peiris et al. 1993
Encephalomyocarditis_virus,Macaca_sylvanus,wild,Antibodies,0,Canelli et al. 2010
Simian_foamy_virus,Macaca_sylvanus,wild,PCR,2,Hussain et al. 2003
Simian_virus_40,Macaca_sylvanus,wild,Antibodies,0,Verschoor et al. 2008
Primate_T-lymphotropic_virus_1,Macaca_tonkeana,wild,Antibodies,0,Ishikawa et al. 1987
Carey_Island_virus,Macroglossus_minimus,wild,Isolation,2,Calisher et al. 2006
Eubenangee_virus,Macropus_agilis,wild,Isolation,2,Staker 2006
Murray_Valley_encephalitis_virus,Macropus_agilis,wild,Antibodies,0,Gonzalez et al. 2007
Ross_River_virus,Macropus_agilis,wild,Isolation,2,Brooks et al. 2002
Sindbis_virus,Macropus_agilis,wild,Antibodies,0,Tu et al. 2004
Trubanaman_virus,Macropus_fuliginosus,wild,Antibodies,0,Johansen et al. 2005
Wallal_virus,Macropus_fuliginosus,wild,PCR,2,"Hooper et al 1999, Aust Vet J"
Warrego_virus,Macropus_fuliginosus,wild,Isolation,2,"Hooper PT, Lunt RA, Gould AR, Hyatt AD, Russell GM, Kattenbelt JA, Blacksell SD, Reddacliff LA, Kirkland PD, Davis RJ, Durham PJ, Bishop AL, Waddington J. Epidemic of blindness in kangaroos--evidence of a viral aetiology. Aust Vet J. 1999 Aug;77(8):529-36. PubMed PMID: 10494400."
Foot-and-mouth_disease_virus,Macropus_giganteus,wild,Isolation,2,Weaver et al. 2013
Gan_Gan_virus,Macropus_giganteus,wild,Antibodies,0,Vale et al. 1991
Macropodid_herpesvirus_1,Macropus_giganteus,wild,Isolation,2,"Guliani S, Smith GA, Young PL, Mattick JS, Mahony TJ. Reactivation of a macropodid herpesvirus from the eastern grey kangaroo (Macropus giganteus) following corticosteroid treatment. Vet Microbiol. 1999 Aug 16;68(1-2):59-69. PubMed PMID: 10501162."
Macropodid_herpesvirus_2,Macropus_giganteus,wild,Isolation,2,"Vaz PK, Motha J, McCowan C, Ficorilli N, Whiteley PL, Wilks CR, Hartley CA, Gilkerson JR, Browning GF, Devlin JM. Isolation and characterization of a novel herpesvirus from a free-ranging eastern grey kangaroo (macropus giganteus). J Wildl Dis. 2013 Jan;49(1):143-51. doi: 10.7589/2012-01-027. PubMed PMID: 23307380."
Murray_Valley_encephalitis_virus,Macropus_giganteus,wild,Antibodies,0,Levy 1993
Sindbis_virus,Macropus_giganteus,wild,Antibodies,0,Gonzalez et al. 2007
Wallal_virus,Macropus_giganteus,wild,PCR,2,"Hooper et al 1999, Aust Vet J"
Warrego_virus,Macropus_giganteus,wild,Isolation,2,"Hooper PT, Lunt RA, Gould AR, Hyatt AD, Russell GM, Kattenbelt JA, Blacksell SD, Reddacliff LA, Kirkland PD, Davis RJ, Durham PJ, Bishop AL, Waddington J. Epidemic of blindness in kangaroos--evidence of a viral aetiology. Aust Vet J. 1999 Aug;77(8):529-36. PubMed PMID: 10494400."
Macropodid_herpesvirus_1,Macropus_parma,wild,Isolation,2,"Johnson MA, Whalley JM, Littlejohns IR, Dickson J, Smith VW, Wilks CR, Reisner AH. Macropodid herpesviruses 1 and 2: two herpesviruses from Australian marsupials differentiated by restriction endonucleases, DNA composition and hybridization. Brief report. Arch Virol. 1985;85(3-4):313-9. PubMed PMID: 2992421."
Ross_River_virus,Macropus_robustus,wild,Antibodies,0,Old et al. 2005
Wallal_virus,Macropus_robustus,wild,PCR,2,"Hooper et al 1999, Aust Vet J"
Gan_Gan_virus,Macropus_rufogriseus,wild,Antibodies,0,Vale et al. 1991
Wallal_virus,Macropus_rufus,wild,PCR,2,"Hooper et al 1999, Aust Vet J"
Warrego_virus,Macropus_rufus,wild,Isolation,2,"Hooper PT, Lunt RA, Gould AR, Hyatt AD, Russell GM, Kattenbelt JA, Blacksell SD, Reddacliff LA, Kirkland PD, Davis RJ, Durham PJ, Bishop AL, Waddington J. Epidemic of blindness in kangaroos--evidence of a viral aetiology. Aust Vet J. 1999 Aug;77(8):529-36. PubMed PMID: 10494400."
Rabies_virus,Macrotus_californicus,wild,Isolation,2,[421]
Kyasanur_Forest_disease_virus,Madromys_blanfordi,wild,Isolation,2,Williams et al. 2001
Human_enterovirus_D,Mandrillus_leucophaeus,wild*,Antibodies,0,Harvala et al. 2012
Simian_foamy_virus,Mandrillus_leucophaeus,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Mandrillus_leucophaeus,wild,Isolation,2,Hu et al. 2003
Human_enterovirus_B,Mandrillus_sphinx,wild,PCR,2,Van Nguyen et al. 2014
Simian_foamy_virus,Mandrillus_sphinx,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Mandrillus_sphinx,wild,Isolation,2,Hu et al. 2003
O'nyong-nyong_virus,Mandrillus_sphinx,wild,plaque reduction neutralization,1,"Kading et al. 2012, JWD"
Oriboca_virus,Marmosa_murina,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Colorado_tick_fever_virus,Marmota_flaviventris,wild,Antibodies,0,Eklund et al. 1958
Powassan_virus,Marmota_flaviventris,wild,Antibodies,0,McLean et al. 1970 AMJE
St._Louis_encephalitis_virus,Marmota_flaviventris,wild,Antibodies,0,McClean et al. 1968
Eastern_equine_encephalitis_virus,Marmota_monax,wild,Antibodies,0,Karstad et al. 1960
Marmodid_herpesvirus_1,Marmota_monax,wild,Isolation,2,Buchen-Osmond 2003
Powassan_virus,Marmota_monax,wild,Isolation,2,[224]
Rabies_virus,Marmota_monax,wild,Isolation,2,[234]
Woodchuck_hepatitis_virus,Marmota_monax,wild,"EM, DNA (i.e. more than just PCR)",2,Summers et al. 1978
European_bat_lyssavirus_1,Martes_foina,wild,Antibodies,0,Muller et al. 2004
Canine_adenovirus,Martes_pennanti,wild,Antibodies,0,Philippa 2004
Mustelid_herpesvirus_1,Martes_pennanti,captive,PCR,2,"Gagnon CA, Tremblay J, Larochelle D, Music N, Tremblay D. Identification of a novel herpesvirus associated with cutaneous ulcers in a fisher (Martes pennanti). J Vet Diagn Invest. 2011 Sep;23(5):986-90. doi: 10.1177/1040638711418615. PubMed PMID: 21908360."
Rabies_virus,Martes_pennanti,wild,Antibodies,0,Philippa et al. 2004
Crimean-Congo_hemorrhagic_fever_virus,Mastomys_coucha,wild,Antibodies,0,Shepherd et al. 1987
Koutango_virus,Mastomys_erythroleucus,wild,Isolation,2,Traore-Lamizana et al. 2001
Lassa_virus,Mastomys_erythroleucus,wild,Isolation,2,Gonzalez et al. 2007
Mobala_virus,Mastomys_erythroleucus,wild,Isolation,2,Gonzalez et al. 2007
Qalyub_virus,Mastomys_erythroleucus,wild,Isolation,2,Rodhain et al. 1985
Rift_Valley_fever_virus,Mastomys_erythroleucus,wild,Antibodies,0,Gora et al. 2000
Lassa_virus,Mastomys_huberti,wild,Isolation,2,Gonzalez et al. 2007
Mopeia_virus,Mastomys_huberti,wild,Isolation,2,Gonzalez et al. 2007
Rift_Valley_fever_virus,Mastomys_huberti,wild,Antibodies,0,Gora et al. 2000
Banzi_virus,Mastomys_natalensis,wild,Isolation,2,McIntosh 1976
Bluetongue_virus,Mastomys_natalensis,wild,Isolation,2,[49]
Chikungunya_virus,Mastomys_natalensis,wild,Antibodies,0,"Konstantinov et al. 2006 The mammals of Guinea as reservoirs and carriers of arboviruses, Meditsinskaya Parazitologiya i Parazitarnye Bolezni, 1 34-39 Full Text Unavailable"
Dugbe_virus,Mastomys_natalensis,wild,Antibodies,0,Konstantinov et al. 2006
Lassa_virus,Mastomys_natalensis,wild,PCR,2,Fichet-Calvet et al. 2007
Mastomys_natalensis_papillomavirus,Mastomys_natalensis,captive,Isolation,2,"M_ller H, Gissmann L. Mastomys natalensis papilloma virus (MnPV), the causative agent of epithelial proliferations: characterization of the virus particle. J Gen Virol. 1978 Nov;41(2):315-23. PubMed PMID: 214519."
Mopeia_virus,Mastomys_natalensis,wild,Isolation,2,Wulff et al. 1977
Qalyub_virus,Mastomys_natalensis,wild,Isolation,2,[35]
Uganda_S_virus,Mastomys_natalensis,wild,Isolation,2,Kemp 1975; Kemp et al. 1974
Witwatersrand_virus,Mastomys_natalensis,wild,Antibodies,0,McIntosh et al. 1976
Bovine_respiratory_syncytial_virus,Mazama_gouazoubira,wild,Antibodies,0,"Deem SL, Noss AJ, Villarroel R, Uhart MM, Karesh WB. Disease survey of free-ranging grey brocket deer (Mazama gouazoubira) in the Gran Chaco, Bolivia. J Wildl Dis. 2004 Jan;40(1):92-8. PubMed PMID: 15137493."
Influenza_A_virus,Megaderma_lyra,wild,Antibodies,0,Kelkar et al. 1981
Amapari_virus,Megadontomys_nelsoni,wild,Antibodies,0,Milazzo et al. 2010
Whitewater_Arroyo_virus,Megadontomys_nelsoni,wild,Antibodies,0,Milazzo et al. 2010
Venezuelan_equine_encephalitis_virus,Melanomys_caliginosus,wild,Antibodies,0,Acha & Szyfres 2003; Grayson & Galido 1968
Mustelid_herpesvirus_1,Meles_meles,wild,PCR,2,"King DR, Mutukwa N, Lesellier S, Cheeseman C, Chambers MA, Banks M. Detection of mustelid herpesvirus-1 infected European badgers (Meles meles) in the British Isles. J Wildl Dis. 2004 Jan;40(1):99-102. PubMed PMID: 15137494."
Rabies_virus,Mellivora_capensis,wild,Isolation,2,Bingham et al. 2001
Severe_acute_respiratory_syndrome-related_coronavirus,Melogale_moschata,wild,Antibodies,0,Tu et al. 2004
Influenza_A_virus,Mephitis_mephitis,wild,PCR,2,Britton et al. 2010
Rabies_virus,Mephitis_mephitis,wild,PCR,2,Nadin-Davies et al. 1994
St._Louis_encephalitis_virus,Mephitis_mephitis,wild,Antibodies,0,Artsob et al. 1986
Vesicular_stomatitis_Indiana_virus,Mephitis_mephitis,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Western_equine_encephalitis_virus,Mephitis_mephitis,wild,hemmaglutination,0,Hardy 1987
Bakau_virus,Meriones_hurrianae,wild,Antibodies,0,Darwish et al. 1983
